Model,Stripe,Threshold,MCC,Coefs,Median Threshold,Median MCC
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'cnc__6')",4+6+7,0.7,0.22204091560240977,[[ 1.23354836 -0.52954709  1.49813852 -9.60920195]],0.7,0.22204091560240977
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'comm2__6')",3,0.7,0.15819157130478512,[[ 0.39470815  6.14749594  0.53828154 -0.28072902]],0.7,0.15819157130478512
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'comm2__6')",5,0.7,0.15036969012984094,[[ 0.24521147 -1.51490697 -5.33858153  0.98900244]],0.7,0.15036969012984094
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'comm2__6')",1+2,0.83,0.4605763965590438,[[ 1.80164669  5.62904018 -0.54388002  6.14165234]],0.79,0.4591942040470676
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'comm2__6')",4+6+7,0.7,0.2829034079743057,[[ 1.61255207  0.0116196   0.91955375 -2.30412183]],0.7,0.2829034079743057
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'croc__6')",3,0.7,0.16661302994428984,[[0.24047511 6.08274939 0.13840856 1.98696178]],0.7,0.16661302994428984
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'croc__6')",5,0.71,0.1576281372289481,[[ 0.18858916 -1.07348438 -5.10497029  0.41285234]],0.7,0.15692837960090347
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'croc__6')",1+2,0.75,0.46733937373403656,[[ 0.92021779  6.42072033  0.99953286 -3.53219588]],0.79,0.46525584666588893
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'croc__6')",4+6+7,0.76,0.2220486938445979,[[ 1.85310709 -0.81199631  0.76688448 -3.47569103]],0.7,0.1779227879050546
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dan__6')",3,0.7,0.14187012990136905,[[-0.06992257  7.36192403  0.65329502 -1.69354166]],0.7,0.14187012990136905
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dan__6')",5,0.7,0.15622758140530965,[[-0.01250482 -0.258909   -5.16151784 -1.49315804]],0.7,0.15622758140530965
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dan__6')",1+2,0.75,0.4342059020762951,[[2.90651109 6.46100533 0.26935523 7.86515259]],0.79,0.427466855924277
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dan__6')",4+6+7,0.7,0.2185680030737872,[[ 1.52042034  0.19724624  0.53281174 -2.25139127]],0.7,0.2185680030737872
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'danr__6')",3,0.7,0.17154808273360195,[[-0.57321409  7.74161421  0.57489167 -2.64198479]],0.7,0.17154808273360195
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'danr__6')",5,0.7,0.1490700120807753,[[ 0.23300129 -1.21798898 -5.07361806  0.20994327]],0.7,0.1490700120807753
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'danr__6')",1+2,0.81,0.45011765925441577,[[3.33192241 6.71525576 1.40224643 5.66729901]],0.79,0.4460501011146703
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'danr__6')",4+6+7,0.72,0.1728082748022668,[[ 1.4877177  -0.22824638  0.38689432 -1.38338955]],0.7,0.17004625538767276
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dpn__6')",3,0.7,0.162450100381837,[[0.21810096 5.75147016 0.08927566 1.22153378]],0.7,0.162450100381837
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dpn__6')",5,0.7,0.16328405665166212,[[ 0.12478981 -0.98066888 -5.1477499  -0.74024175]],0.7,0.16328405665166212
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dpn__6')",1+2,0.75,0.4789959056788945,[[ 0.67133097  6.25964372  0.49595703 -1.11885823]],0.79,0.4694635706905631
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'dpn__6')",4+6+7,0.7,0.1777610493405019,[[ 1.8827778  -1.03895773  0.60759305  1.61863508]],0.7,0.1777610493405019
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'edl__6')",3,0.7,0.16352517452237503,[[ 0.39844647  5.88193086  0.40895745 -0.24382828]],0.7,0.16352517452237503
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'edl__6')",5,0.7,0.15763257556547375,[[ 0.18604905 -1.07476304 -5.04943903  0.25517195]],0.7,0.15763257556547375
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'edl__6')",1+2,0.87,0.4735780402081799,[[0.632686   6.14475675 0.5380737  0.80838133]],0.79,0.46951091461093497
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'edl__6')",4+6+7,0.73,0.1955604663402702,[[ 1.9389812  -0.81659533  0.52951315 -2.72195716]],0.7,0.1784687099022655
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'emc__6')",3,0.7,0.1871131862922255,[[-0.82558604  6.90175289 -0.3358005   5.3622332 ]],0.7,0.1871131862922255
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'emc__6')",5,0.71,0.15062430196695342,[[ 0.28436281 -1.11539159 -5.00209329 -0.67145062]],0.7,0.14108498073123962
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'emc__6')",1+2,0.87,0.466952619667713,[[ 1.01954662  6.15790177  0.76482956 -1.60068736]],0.79,0.4657468379803476
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'emc__6')",4+6+7,0.7,0.15314136799036604,[[ 2.93347736 -1.11030035  1.14742133 -6.89115733]],0.7,0.15314136799036604
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'eve__6')",3,0.7,0.19726392985244362,[[ 0.46941607  5.97688822  0.31530377 -1.50863369]],0.7,0.19726392985244362
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'eve__6')",5,0.72,0.17066386684344959,[[ 0.20059811 -1.09722243 -5.35059134 -2.8222114 ]],0.7,0.1622454697538035
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'eve__6')",1+2,0.82,0.5100131505550057,[[ 1.22338494  7.87232437  0.3586415  -6.11059438]],0.79,0.5007461615332175
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'eve__6')",4+6+7,0.7,0.1968161560790193,[[ 2.04311037 -0.57315896  0.45500554 -2.73192327]],0.7,0.1968161560790193
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fj__6')",3,0.7,0.3336056034002071,[[  0.62260747   7.72626058   2.57739061 -22.05830959]],0.7,0.3336056034002071
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fj__6')",5,0.72,0.17542956455041733,[[ 0.7557764  -0.65262734 -4.52527768 -6.42040698]],0.7,0.172627688026097
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fj__6')",1+2,0.84,0.41836053251275107,[[0.67428098 6.89872098 1.03853789 6.02684614]],0.79,0.40499678927570143
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fj__6')",4+6+7,0.8,0.21822949263312477,[[ 1.55665872 -1.09255248  0.29981676  3.27838424]],0.7,0.19578614237761763
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fkh__6')",3,0.71,0.2837567049357531,[[  0.18938653   7.07642935   0.78250136 -45.692748  ]],0.7,0.28268623157755746
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fkh__6')",5,0.7,0.2832659705517616,[[ -0.22704605  -2.14216354  -6.73402361 -50.61732489]],0.7,0.2832659705517616
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fkh__6')",1+2,0.78,0.479133990602559,[[ 0.3618176   5.44418425  0.23351385 -3.80608757]],0.79,0.4765040575132708
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'fkh__6')",4+6+7,0.7,0.17073815017667462,[[ 1.17435337 -1.79611191 -0.05950758 -5.77084727]],0.7,0.17073815017667462
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'gk__6')",3,0.7,0.14008945078574722,[[ 0.1578615   7.28295078 -0.23284393  3.75266321]],0.7,0.14008945078574722
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'gk__6')",5,0.71,0.3190967671800728,[[ -0.32127014   0.13717193 -11.55109726   7.82386742]],0.7,0.3179840736076477
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'gk__6')",1+2,0.83,0.45694075115387744,[[ 0.6825679   6.53151693  0.80115141 -2.08845449]],0.79,0.45504387896926585
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'gk__6')",4+6+7,0.7,0.12283494575745522,[[ 1.83032354 -0.66440455  0.48709068  1.35883131]],0.7,0.12283494575745522
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'h__6')",3,0.7,0.18051749797518177,[[ 0.48291158  6.08383981  0.97231343 -1.39674993]],0.7,0.18051749797518177
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'h__6')",5,0.7,0.16841191901157382,[[ 0.06483618 -1.46842362 -6.3767484   2.33746942]],0.7,0.16841191901157382
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'h__6')",1+2,0.77,0.4741751259627249,[[ 0.69651371  6.09943607  0.60375834 -0.26502302]],0.79,0.4707615653663328
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'h__6')",4+6+7,0.74,0.20548690248238657,[[ 1.75968832 -0.56251546  1.07555478 -2.03390453]],0.7,0.1864911348456907
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'hkb__6')",3,0.7,0.17157373852811952,[[ -0.19135282   6.54930388   0.36371363 -14.3115226 ]],0.7,0.17157373852811952
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'hkb__6')",5,0.71,0.1816500570218761,[[ -0.51957637  -0.95866323  -6.70381608 -18.63079155]],0.7,0.17865597963794846
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'hkb__6')",1+2,0.77,0.4741751259627249,[[ 0.66459587  6.04097349  0.54815223 -0.70668183]],0.79,0.47152811952104523
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'hkb__6')",4+6+7,0.7,0.2369735829375234,[[  1.07342976  -0.62701667  -0.23188723 -24.02065776]],0.7,0.2369735829375234
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'jumu__6')",3,0.7,0.24413968113577417,[[ 0.45075498  8.13168421 -0.12077797 -4.20186849]],0.7,0.24413968113577417
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'jumu__6')",5,0.72,0.15898272630094273,[[ 0.19882613 -1.00936541 -5.16726818 -0.193814  ]],0.7,0.15505878559292707
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'jumu__6')",1+2,0.82,0.4753833396906079,[[ 0.76039845  6.29125873  0.27251528 -1.01269298]],0.79,0.47325686710659876
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'jumu__6')",4+6+7,0.7,0.17392250129096892,[[ 1.77825341 -0.76236311  0.53323725  0.03222553]],0.7,0.17392250129096892
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'ken__6')",3,0.71,0.2369433671116667,[[  0.0900807    5.16944187   1.3552934  -20.30833296]],0.7,0.23568374104435869
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'ken__6')",5,0.72,0.27993788784644974,[[ -0.12949588  -2.08795346  -3.43016271 -30.96337047]],0.7,0.27710961924256566
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'ken__6')",1+2,0.7,0.5247633057522163,[[1.98318228 7.82555445 0.83021336 6.19015157]],0.79,0.4938627309558102
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'ken__6')",4+6+7,0.73,0.30039781996537407,[[ 1.91759862 -0.88766006 -0.17921632  2.47618672]],0.7,0.294364781924621
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'kni__6')",3,0.7,0.15863568486656696,[[ 0.51000324  5.60590919  0.58296745 -1.22960554]],0.7,0.15863568486656696
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'kni__6')",5,0.71,0.15818126418984974,[[ 0.13878626 -1.03776901 -5.17498479  0.21804111]],0.7,0.15259534272992895
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'kni__6')",1+2,0.84,0.47316949652136564,[[ 1.03286211  5.73622732  1.50340606 -9.5435945 ]],0.79,0.45935234469457176
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'kni__6')",4+6+7,0.7,0.18145695219842922,[[ 1.78095593 -0.80728236  0.5196468  -0.19716876]],0.7,0.18145695219842922
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'knrl__6')",3,0.7,0.17980354165802487,[[  0.09623702   6.8671667    1.48906643 -14.71263131]],0.7,0.17980354165802487
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'knrl__6')",5,0.71,0.13621142867706612,[[ 0.2292669  -1.18457399 -4.87048087 -4.88045776]],0.7,0.13320184439074934
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'knrl__6')",1+2,0.83,0.48327466742647046,[[ 0.63771712  5.71692218  0.8490709  -4.12759201]],0.79,0.47556252934126564
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'knrl__6')",4+6+7,0.7,0.2464631515533345,[[  1.76030596  -1.16701174   1.16407912 -12.12873572]],0.7,0.2464631515533345
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'lok__6')",3,0.7,0.2261283791959808,[[2.52418387 3.4107368  1.0854866  4.34935769]],0.7,0.2261283791959808
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'lok__6')",5,0.7,0.1704073816041732,[[ -0.643458     2.2509993   -5.93046226 -13.70759968]],0.7,0.1704073816041732
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'lok__6')",1+2,0.84,0.4500210234925069,[[1.93462405 4.87452765 1.10988959 3.39196703]],0.79,0.4399557527052919
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'lok__6')",4+6+7,0.7,0.28790919413278565,[[  0.89204575   1.74310644   0.39952673 -10.48554223]],0.7,0.28790919413278565
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'mfas__6')",3,0.7,0.1604095684714442,[[4.27363356e-01 5.97214702e+00 4.45485961e-01 1.03505440e-03]],0.7,0.1604095684714442
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'mfas__6')",5,0.7,0.1584077054305141,[[-0.91840906 -0.43647401 -5.77474469 -3.8880032 ]],0.7,0.1584077054305141
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'mfas__6')",1+2,0.74,0.47078646373616695,[[1.00297517 5.98378835 0.64416289 0.83347619]],0.79,0.4647167124915748
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'mfas__6')",4+6+7,0.7,0.1715192246161168,[[ 1.84142969 -0.80005629  0.54238942  0.19604628]],0.7,0.1715192246161168
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'noc__6')",3,0.72,0.17669705555090465,[[ 0.0371718   5.99641543  0.95509253 -9.86706977]],0.7,0.17176429161906379
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'noc__6')",5,0.7,0.1749482498556934,[[ -0.19970803  -0.61920084  -5.17955271 -11.99484265]],0.7,0.1749482498556934
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'noc__6')",1+2,0.78,0.5165889265957156,[[2.19596775 8.75454019 0.02971515 6.80704022]],0.79,0.5136313361162529
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'noc__6')",4+6+7,0.7,0.1502321160922434,[[ 1.60493071 -1.14830966  1.10354991 -5.83917019]],0.7,0.1502321160922434
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'nub__6')",3,0.7,0.16590063436726749,[[ 0.55317577  5.90467804  0.25217828 -1.39132782]],0.7,0.16590063436726749
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'nub__6')",5,0.7,0.29177902195833216,[[-0.5193013  -1.20956169 -3.5783134   5.57224045]],0.7,0.29177902195833216
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'nub__6')",1+2,0.86,0.4961071025136577,[[  1.41304974   5.82918996  -0.56844169 -12.27835352]],0.79,0.46797338144302575
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'nub__6')",4+6+7,0.75,0.17390368360519662,[[ 1.63584359 -0.70920596  1.52733756  2.32437456]],0.7,0.1464624359823316
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'numb__6')",3,0.7,0.18393058605416177,[[ 0.23108404  5.84597086  1.07422088 -1.58475688]],0.7,0.18393058605416177
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'numb__6')",5,0.73,0.18516321963063415,[[ 0.39040357 -1.02557682 -7.52518772  3.64982733]],0.7,0.1811918745606626
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'numb__6')",1+2,0.88,0.43191860194591586,[[ 0.51043148  6.90858252  1.7280124  -3.06130525]],0.79,0.42971582872159325
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'numb__6')",4+6+7,0.72,0.16962296865547072,[[ 1.29809913 -0.81439122  1.71765958 -3.50718229]],0.7,0.1688827745909472
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'oc__6')",3,0.71,0.24767402668467403,[[  0.61541975   5.95019205   2.1169061  -22.26718263]],0.7,0.2473645316373895
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'oc__6')",5,0.7,0.16202941153418365,[[ 0.13637833 -1.51250326 -4.50162301 -9.89974874]],0.7,0.16202941153418365
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'oc__6')",1+2,0.81,0.4824191468067649,[[ 0.48682685  5.58123454  1.1647844  -4.17575838]],0.79,0.48222696079455685
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'oc__6')",4+6+7,0.7,0.22737757744964332,[[  1.74657303  -1.94377495   1.90980977 -19.1072595 ]],0.7,0.22737757744964332
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'odd__6')",3,0.7,0.16941206600976838,[[0.28964722 5.05855576 0.20879041 1.14557102]],0.7,0.16941206600976838
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'odd__6')",5,0.8,0.342080614902728,[[-0.25868737 -4.07052    -5.55290715  4.30221046]],0.7,0.3255602253650601
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'odd__6')",1+2,0.87,0.46994289607703327,[[0.59280928 5.07660347 0.97492942 2.17232394]],0.79,0.42318745135239466
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'odd__6')",4+6+7,0.7,0.3073363035472973,[[ 1.74910478 -3.47073289  0.8647348   3.5494261 ]],0.7,0.3073363035472973
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'peb__6')",3,0.7,0.19273286470825404,[[-0.32872721  6.87896408  0.54968572 -6.12104897]],0.7,0.19273286470825404
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'peb__6')",5,0.71,0.16959610956877794,[[-0.45046579 -0.94725031 -5.67231339 -6.05373405]],0.7,0.16862723763301937
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'peb__6')",1+2,0.86,0.4684417364979062,[[0.94908663 6.29093521 0.65281688 1.44419333]],0.79,0.46646858158069404
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'peb__6')",4+6+7,0.7,0.18408237703655975,[[ 1.23942025 -0.53545049  0.40166536 -6.82296306]],0.7,0.18408237703655975
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'prd__6')",3,0.7,0.15257234717428123,[[0.27934404 5.19675561 0.33197576 1.33923353]],0.7,0.15257234717428123
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'prd__6')",5,0.7,0.14879329911395547,[[ 0.10374321 -2.1076412  -4.83033428  1.72165428]],0.7,0.14879329911395547
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'prd__6')",1+2,0.77,0.4746663798723275,[[ 0.7303638   6.17043758  0.5727602  -0.17496315]],0.79,0.47152811952104523
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'prd__6')",4+6+7,0.7,0.1293563986228053,[[ 1.76854938 -1.03253735  0.66458636  0.51730216]],0.7,0.1293563986228053
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'pxb__6')",3,0.7,0.1642336931431391,[[ 0.39765586  6.01834342  0.40843793 -0.15372117]],0.7,0.1642336931431391
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'pxb__6')",5,0.73,0.11840864256188251,[[ 0.84689513 -0.30608019 -5.72217372 -3.39373951]],0.7,0.1142626569546992
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'pxb__6')",1+2,0.81,0.4548731322360493,[[0.47925972 6.16336988 0.96593503 2.56379221]],0.79,0.44909988110143595
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'pxb__6')",4+6+7,0.7,0.24732087853361576,[[ 2.47677112  0.07085431 -0.08308455 -5.48765752]],0.7,0.24732087853361576
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'rho__6')",3,0.7,0.16229419357165434,[[0.41598047 6.32705211 1.12085139 1.23366464]],0.7,0.16229419357165434
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'rho__6')",5,0.73,0.09369825643846945,[[ 0.11985898 -1.17080453 -5.60617633 -0.8472841 ]],0.7,0.0902934678677629
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'rho__6')",1+2,0.83,0.4816520087492335,[[0.65077092 6.20533713 1.00152978 1.40804435]],0.79,0.470950230514882
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'rho__6')",4+6+7,0.71,0.1776228453184621,[[ 1.77086425 -0.78522158  0.34955283 -0.39689353]],0.7,0.16985424671219645
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sala__6')",3,0.71,0.27276612867028616,[[ 0.84844551  7.76144044 -1.04326489 -8.64328506]],0.7,0.27133365281988236
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sala__6')",5,0.7,0.2535295165214668,[[  1.23708765  -0.37275145  -9.80477434 -10.94720312]],0.7,0.2535295165214668
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sala__6')",1+2,0.7,0.5136299506341732,[[1.16528816 9.38531106 2.92591314 5.99458715]],0.79,0.5050128065892828
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sala__6')",4+6+7,0.7,0.1451128899893848,[[ 1.83640343 -0.7436472   0.44656016 -0.39053022]],0.7,0.1451128899893848
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp1__6')",3,0.7,0.17779033416956488,[[ 0.36129073  6.85357008  0.88487706 -3.05476095]],0.7,0.17779033416956488
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp1__6')",5,0.7,0.15548009113863961,[[ 0.20154788 -0.3673644  -5.15188791 -2.5027212 ]],0.7,0.15548009113863961
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp1__6')",1+2,0.82,0.4629544290080992,[[0.9067605  6.17500786 0.69528263 2.00215419]],0.79,0.45918358982267954
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp1__6')",4+6+7,0.71,0.21959291284013194,[[ 1.81322743 -0.15846     0.60344267 -3.34687799]],0.7,0.217926793535197
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp2__6')",3,0.7,0.2188283169248623,[[  1.17816226   7.12987477   2.08196508 -10.78819379]],0.7,0.2188283169248623
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp2__6')",5,0.7,0.14900608168320045,[[ 0.67673371 -0.7707752  -4.34241813 -5.75669716]],0.7,0.14900608168320045
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp2__6')",1+2,0.77,0.4741751259627249,[[ 0.69973413  6.06180665  0.59236858 -0.21651308]],0.79,0.47277651632458545
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'slp2__6')",4+6+7,0.73,0.293709327625284,[[  2.75318585  -0.64492157   1.80592144 -11.64639659]],0.7,0.2871827058692185
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sna__6')",3,0.7,0.1600655425487525,[[ 2.30933803  7.5292674   0.18967552 -2.51087663]],0.7,0.1600655425487525
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sna__6')",5,0.82,0.17403629060639106,[[ 2.55270886 -0.45165196 -6.18279147 -2.90014287]],0.7,0.1563897202354468
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sna__6')",1+2,0.8,0.49647173176157394,[[ 1.67312809  6.07451306  0.26186396 -1.25076813]],0.79,0.4920010430148834
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sna__6')",4+6+7,0.71,0.1954131046898836,[[ 3.51429481 -0.49287767  0.15674072 -2.11649929]],0.7,0.19247797899434815
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sob__6')",3,0.7,0.20544980071167865,[[-0.60014198  6.58720795  0.20028683 -4.62502691]],0.7,0.20544980071167865
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sob__6')",5,0.71,0.15771874984407172,[[ 0.15961214 -1.08159329 -5.14259351 -0.07074734]],0.7,0.1535517939590977
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sob__6')",1+2,0.78,0.46951373473563934,[[1.5600161  6.54875913 0.76848242 3.36079   ]],0.79,0.4662381079233076
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'sob__6')",4+6+7,0.71,0.18354104109128938,[[ 1.63263304 -0.76238626  0.49157113 -0.75673955]],0.7,0.17702009179129832
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'srp__6')",3,0.7,0.17325190777412783,[[-0.28622371  6.30894825  0.0511204  -9.67220266]],0.7,0.17325190777412783
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'srp__6')",5,0.7,0.1714413690191228,[[-0.47752446 -1.66618127 -6.03652024 -6.0090649 ]],0.7,0.1714413690191228
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'srp__6')",1+2,0.79,0.4814600037236727,[[ 1.80817721e-01  5.74656058e+00  5.05765155e-03 -6.49544329e+00]],0.79,0.4814600037236727
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'srp__6')",4+6+7,0.7,0.1640926633210232,[[ 1.46822202 -1.09105356  0.13874535 -3.12183842]],0.7,0.1640926633210232
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tkv__6')",3,0.7,0.16070775955507882,[[ 0.4052741   5.91074479  0.37546455 -0.08910529]],0.7,0.16070775955507882
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tkv__6')",5,0.71,0.16180648438984205,[[ 1.48457284 -1.98729876 -5.34997768 -5.81025897]],0.7,0.1586940364945816
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tkv__6')",1+2,0.78,0.48227343015009483,[[ 1.35211798  5.60662436  0.86005788 -2.5777476 ]],0.79,0.4792322950362125
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tkv__6')",4+6+7,0.7,0.16171428778961772,[[ 3.46521326 -2.06643261  1.13600093 -6.41306929]],0.7,0.16171428778961772
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tll__6')",3,0.7,0.28254957270708736,[[ -0.25914293   6.81756075   0.84324724 -43.35598969]],0.7,0.28254957270708736
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tll__6')",5,0.7,0.24365379393736528,[[ -0.77470061  -2.50237676  -6.83812852 -36.05650556]],0.7,0.24365379393736528
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tll__6')",1+2,0.8,0.4799636306984089,[[ 0.20104883  5.33434385  0.22849326 -8.32274981]],0.79,0.4765040575132708
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'tll__6')",4+6+7,0.72,0.15798772008419207,[[ 1.29408695 -1.51183673  0.12399269 -6.01357761]],0.7,0.14515302884400447
"('Ama__6', 'Antp__6', 'Blimp-1__6', 'toc__6')",3,0.7,0.1817751526345626,[[ 0.19349449  5.82148076  0.2284359  -3.36501417]],0.7,0.1817751526345626
