CG10924__3,CG17786__3,CG4702__3,Cyp310a1__3,D__3,Dfd__3,Doc2__3,Traf1__3,brk__3,bun__3,cad__3,cnc__3,croc__3,emc__3,eve__3,fj__3,fkh__3,ftz__3,h__3,hkb__3,kni__3,knrl__3,oc__3,odd__3,path__3,prd__3,rho__3,sala__3,slp1__3,slp2__3,sna__3,sob__3,srp__3,term__3,tll__3,trn__3,tsh__3,twi__3,zen__3,KrP__3,bcdP__3,gtP__3,hbP__3,stripe_1,stripe_2,stripe_3,stripe_4,stripe_5,stripe_6,stripe_7,all_stripes,stripe_3+7,stripe_4+6
0.012092,0.174483,0.11615,0.286583,0.038363,0.13866099999999998,0.178554,0.028110000000000003,0.128252,0.044866,0.016136,0.598983,0.549215,0.103073,0.021434,0.23007399999999997,0.2123,0.036202,0.13606400000000002,0.646338,0.856232,0.921199,0.07094600000000001,0.280614,0.6612560000000001,0.021565,0.036213,0.08091,0.227489,0.289486,0.222946,0.688686,0.196354,0.092437,0.038181,0.314799,0.108827,0.787798,0.146677,0.069088,0.925933,0.089934,0.6098720000000001,0,0,0,0,0,0,0,0,0,0
0.119854,0.162512,0.086167,0.48790900000000004,0.023999,0.25883,0.13039800000000001,0.089111,0.15485,0.072387,0.023012,0.282577,0.587554,0.254781,0.020768000000000002,0.246371,0.35451900000000003,0.035985,0.11048800000000002,0.611449,0.8991879999999999,1.101988,0.060339,0.411336,0.47209399999999996,0.04403,0.041482,0.055544,0.241261,0.26650799999999997,0.30095,0.86403,0.301678,0.137974,0.030266,0.643388,0.09669900000000001,0.966577,0.11622,0.047543,0.9611190000000001,0.060127,0.555524,0,0,0,0,0,0,0,0,0,0
0.08065599999999999,0.174861,0.137045,0.505272,0.02391,0.212011,0.165495,0.062315999999999996,0.15856199999999998,0.08222,0.038236,0.46130299999999996,0.505846,0.18520699999999998,0.020946,0.20542,0.23916700000000002,0.043724,0.09914500000000001,0.735739,0.821477,1.021981,0.073447,0.291174,0.44613400000000003,0.028533,0.027793,0.08091,0.208191,0.288513,0.229142,0.698268,0.247139,0.044206,0.034831,0.348089,0.080452,0.8937350000000001,0.099803,0.06993300000000001,0.9230209999999999,0.08430599999999999,0.610047,0,0,0,0,0,0,0,0,0,0
0.077109,0.14840699999999998,0.113726,0.48790900000000004,0.019056,0.090661,0.161712,0.05247,0.13558399999999998,0.072387,0.05642899999999999,0.259276,0.49395500000000003,0.176788,0.017575999999999998,0.222694,0.30704000000000004,0.027273000000000002,0.10406199999999999,0.6797489999999999,0.8526379999999999,1.006651,0.049124,0.352274,0.43275699999999995,0.020166999999999997,0.031573000000000004,0.055544,0.214137,0.236379,0.287855,0.849664,0.39115300000000003,0.106974,0.032518,0.53217,0.113943,0.956916,0.06900099999999999,0.063297,0.944498,0.064323,0.563355,0,0,0,0,0,0,0,0,0,0
0.06904600000000001,0.196198,0.07445399999999999,0.29077800000000004,0.034794,0.169632,0.183098,0.079215,0.19459400000000002,0.079042,0.037107,0.633897,0.516814,0.140192,0.020798,0.22715500000000002,0.12281700000000001,0.021672999999999998,0.12998900000000002,0.644273,0.812574,0.9380299999999999,0.073249,0.214247,0.526668,0.029713999999999997,0.017881,0.085577,0.162596,0.266417,0.170222,0.688074,0.223329,0.047306,0.028172000000000003,0.385112,0.09769800000000001,0.669189,0.111302,0.078681,0.817826,0.101874,0.6499520000000001,0,0,0,0,0,0,0,0,0,0
0.077109,0.147579,0.026798000000000002,0.374203,0.030479000000000003,0.102141,0.197153,0.072624,0.224421,0.08222,0.049451999999999996,0.346514,0.501689,0.141282,0.017859,0.188308,0.249635,0.020599,0.120546,0.731237,0.814527,1.015984,0.07612999999999999,0.272929,0.36044699999999996,0.034806000000000004,0.021197,0.062143,0.229571,0.241202,0.260523,0.698268,0.317958,0.038263,0.040577999999999996,0.45966599999999996,0.088776,0.872217,0.040865,0.07797,0.89656,0.088271,0.592337,0,0,0,0,0,0,0,0,0,0
0.050929,0.196198,0.091391,0.259833,0.036974,0.13916099999999998,0.155064,0.123947,0.12519,0.102337,0.037166000000000005,0.363736,0.5306069999999999,0.14239300000000002,0.021717,0.24753000000000003,0.10668,0.02096,0.12759700000000002,0.654778,0.763789,0.976007,0.108081,0.190375,0.526668,0.029432999999999997,0.012605,0.11326300000000002,0.193487,0.26414899999999997,0.20634899999999998,0.734841,0.224385,0.12018499999999999,0.032866,0.4059,0.11061199999999999,0.720425,0.07052699999999999,0.083451,0.7906920000000001,0.11754200000000001,0.67101,0,0,0,0,0,0,0,0,0,0
0.115702,0.19544,0.10647999999999999,0.449859,0.056652999999999995,0.10276099999999999,0.149989,0.078588,0.23812600000000003,0.094296,0.048457,0.3299,0.5252180000000001,0.130254,0.020446000000000002,0.248273,0.24518299999999998,0.026166000000000002,0.112772,0.747898,0.776511,1.018147,0.067393,0.287461,0.350744,0.030014999999999997,0.01601,0.26627,0.220336,0.190187,0.308257,0.712583,0.440108,0.038263,0.026795,0.67424,0.087546,0.9304209999999999,0.071389,0.068341,0.8687790000000001,0.091292,0.574917,0,0,0,0,0,0,0,0,0,0
0.114819,0.200908,0.09398300000000001,0.52762,0.059074,0.144784,0.147674,0.081203,0.146504,0.084846,0.030010000000000002,0.414911,0.5691390000000001,0.172274,0.019507,0.208948,0.103627,0.033832,0.11652799999999999,0.6722229999999999,0.74824,0.9932780000000001,0.06371399999999999,0.190856,0.44835600000000003,0.038412,0.014631,0.11326300000000002,0.202942,0.314963,0.282661,0.8643870000000001,0.39173,0.040574,0.020138999999999997,0.44874899999999995,0.116835,0.8322360000000001,0.041414,0.08043099999999999,0.801136,0.10564100000000001,0.636422,0,0,0,0,0,0,0,0,0,0
0.11096900000000001,0.20849,0.05093,0.48585200000000006,0.017924000000000002,0.18241500000000002,0.183167,0.082487,0.138203,0.174096,0.069368,0.254322,0.6192880000000001,0.195826,0.022888,0.231106,0.31990799999999997,0.032298,0.105149,0.692376,0.842041,1.031209,0.0526,0.296983,0.373733,0.027846,0.022666,0.096545,0.24660300000000002,0.226556,0.348928,0.6111840000000001,0.478473,0.07674299999999999,0.023859,0.711971,0.075862,0.9178700000000001,0.065985,0.06589500000000001,0.877042,0.103795,0.563988,0,0,0,0,0,0,0,0,0,0
0.11226199999999999,0.238019,0.077725,0.483763,0.037773,0.17287,0.185317,0.069516,0.17472100000000002,0.104203,0.10366800000000001,0.24003899999999997,0.5075350000000001,0.286936,0.026736000000000003,0.166373,0.056517,0.034898,0.09533,0.66056,0.61785,0.753053,0.096039,0.11613,0.41467,0.0594,0.003851,0.191063,0.237373,0.283951,0.486896,0.849827,0.275113,0.131268,0.0313,0.499041,0.112897,0.831577,0.032101,0.08114,0.697724,0.119501,0.7737430000000001,0,0,0,0,0,0,0,0,0,0
0.082206,0.19544,0.10647999999999999,0.385305,0.0518,0.11956300000000002,0.183828,0.093761,0.23812600000000003,0.06965299999999999,0.042811,0.3299,0.564557,0.270893,0.02001,0.189424,0.164711,0.022645,0.096789,0.795235,0.723179,0.979914,0.061637,0.25264200000000003,0.28447100000000003,0.040626999999999996,0.014009,0.051939,0.206664,0.24331399999999997,0.39362800000000003,0.880632,0.471001,0.06334,0.023931,0.695984,0.085938,0.862409,0.039853,0.073685,0.8113640000000001,0.10819200000000001,0.5876,0,0,0,0,0,0,0,0,0,0
0.069587,0.18146400000000001,0.086477,0.48585200000000006,0.025456,0.278441,0.183167,0.068598,0.203523,0.058189,0.07611799999999999,0.189614,0.776918,0.170465,0.020489,0.2362,0.341605,0.039369,0.116049,0.671276,0.8812469999999999,1.186878,0.038172000000000005,0.347419,0.404124,0.040768,0.036375,0.09941599999999999,0.23090100000000002,0.21893600000000002,0.366262,1.21563,0.412203,0.07674299999999999,0.026454000000000002,0.658291,0.111579,0.942976,0.047365,0.061978,0.9106620000000001,0.085851,0.541511,0,0,0,0,0,0,0,0,0,0
0.112099,0.28872600000000004,0.096735,0.463604,0.020184999999999998,0.13041,0.21744499999999997,0.094106,0.173673,0.124118,0.099232,0.262815,0.47699300000000006,0.216189,0.025494,0.144878,0.10513,0.031784,0.116507,0.748521,0.6503869999999999,0.78651,0.07825499999999999,0.147844,0.39610500000000004,0.02503,0.010919,0.10404000000000001,0.23879699999999998,0.26705300000000004,0.44028199999999995,1.018689,0.411975,0.043237,0.026849,0.651967,0.100901,0.8865219999999999,0.068674,0.081094,0.761537,0.127781,0.630739,0,0,0,0,0,0,0,0,0,0
0.11668699999999999,0.25065,0.060911,0.385305,0.043673000000000003,0.157023,0.181773,0.117104,0.196873,0.10363299999999999,0.046941000000000004,0.21041999999999997,0.483337,0.257774,0.021606,0.16966199999999998,0.12376600000000001,0.026667000000000003,0.10999300000000001,0.833895,0.6758029999999999,1.0562610000000001,0.061637,0.182653,0.321412,0.031180000000000003,0.016862000000000002,0.112046,0.207587,0.274373,0.425771,0.650159,0.4429,0.043237,0.026699,0.640087,0.08813,0.935334,0.055281,0.07280299999999999,0.790276,0.12404000000000001,0.5929270000000001,0,0,0,0,0,0,0,0,0,0
0.137622,0.207794,0.031535,0.519007,0.037396,0.18448900000000001,0.171078,0.127111,0.138203,0.176144,0.025687,0.10486199999999998,0.604399,0.158028,0.021896000000000002,0.210079,0.22729699999999997,0.02306,0.10586,0.784345,0.8074600000000001,0.911164,0.061423,0.279508,0.41163599999999995,0.027408999999999996,0.03258,0.096545,0.206067,0.231893,0.358482,0.8198340000000001,0.352597,0.046714,0.029805,0.612672,0.082848,0.92876,0.052307000000000006,0.06256,0.8192950000000001,0.11433099999999999,0.552326,0,0,0,0,0,0,0,0,0,0
0.157224,0.206666,0.06943300000000001,0.466467,0.036241,0.23371599999999998,0.189771,0.143243,0.258934,0.12136300000000001,0.077782,0.240315,0.531546,0.428333,0.022518,0.187193,0.070204,0.045236,0.10921700000000001,0.811921,0.594033,0.843066,0.05720599999999999,0.16806600000000002,0.45997,0.032711000000000004,0.019063,0.139469,0.284202,0.214354,0.480231,0.9912629999999999,0.164305,0.093777,0.022619,0.6500630000000001,0.08042,0.828041,0.049304,0.064157,0.698401,0.13517300000000002,0.631985,0,0,0,0,0,0,0,0,0,0
0.098053,0.25065,0.094059,0.374517,0.032948000000000005,0.205352,0.181773,0.125357,0.244932,0.0,0.0,0.25889,0.527325,0.23028099999999999,0.017803,0.204369,0.157578,0.023112,0.099203,0.846558,0.687401,0.937897,0.046623000000000005,0.24026599999999998,0.373216,0.039839,0.013177000000000001,0.112046,0.199628,0.303215,0.459193,1.010765,0.336901,0.06532400000000001,0.030538,0.761656,0.092974,0.9057219999999999,0.035913,0.06912599999999999,0.806666,0.120905,0.563623,0,0,0,0,0,0,0,0,0,0
0.20540100000000003,0.26845,0.077033,0.080955,0.048513,0.298349,0.17258199999999999,0.050538,0.212761,0.11133699999999999,0.083329,0.6974819999999999,0.35089499999999996,0.358074,0.031972,0.157419,0.170177,0.043843,0.244128,0.619943,0.564413,0.516315,0.053651,0.071878,0.8457629999999999,0.06439199999999999,0.022446999999999998,0.090189,0.257664,0.186167,0.06285,0.6263029999999999,0.101418,0.073213,0.002036,0.135246,0.066358,0.354727,0.062265,0.055211,0.926918,0.13346,0.584589,0,0,0,0,0,0,0,0,0,0
0.21255300000000002,0.272233,0.133674,0.126144,0.046724,0.349081,0.23724099999999998,0.056213,0.24474400000000002,0.12129000000000001,0.072996,0.6613899999999999,0.393982,0.39311799999999997,0.030025,0.137821,0.21733400000000003,0.049158,0.21293800000000002,0.606538,0.708599,0.544679,0.077237,0.11771199999999998,0.917811,0.061763,0.018438,0.085401,0.286513,0.187119,0.07825,0.6263029999999999,0.184637,0.08051,0.025044,0.116199,0.080544,0.471732,0.048827999999999996,0.041589,0.957441,0.136995,0.555483,0,0,0,0,0,0,0,0,0,0
0.27174,0.202128,0.133674,0.083616,0.040619999999999996,0.49802299999999994,0.182748,0.034429,0.230077,0.08405599999999999,0.08266699999999999,0.649375,0.293968,0.5073770000000001,0.025625,0.095901,0.154226,0.05135599999999999,0.24870100000000003,0.565484,0.56689,0.38290599999999997,0.061885,0.048912,0.863593,0.046718,0.022571,0.080957,0.286749,0.21316100000000002,0.081361,0.667977,0.101418,0.079657,0.000983,0.084455,0.064427,0.293633,0.083471,0.063182,0.9159709999999999,0.128591,0.549309,0,0,0,0,0,0,0,0,0,0
0.18085199999999998,0.30287800000000004,0.08765099999999999,0.131936,0.04219,0.45130299999999995,0.23724099999999998,0.068147,0.273476,0.126735,0.07396599999999999,0.549571,0.48584399999999994,0.287679,0.028579000000000004,0.200927,0.287846,0.041286,0.169624,0.549528,0.7954319999999999,0.718461,0.082479,0.21136999999999997,0.8896370000000001,0.073449,0.040942,0.074135,0.264936,0.222554,0.11247,0.758,0.145535,0.085841,0.021463999999999997,0.083031,0.10913199999999999,0.553017,0.062141999999999996,0.052825,0.976132,0.11262799999999999,0.531791,0,0,0,0,0,0,0,0,0,0
0.15526500000000001,0.202128,0.078579,0.12532100000000002,0.035883,0.569351,0.19783499999999998,0.046724,0.21080900000000002,0.12447899999999999,0.091947,0.75655,0.286074,0.793743,0.024302,0.11136900000000001,0.084361,0.046314999999999995,0.24872199999999997,0.526976,0.46967299999999995,0.329663,0.064368,0.049419,0.778826,0.168837,0.025205,0.079762,0.23811500000000002,0.167154,0.072486,0.517825,0.12608,0.121651,0.006977,0.123847,0.071277,0.23804699999999998,0.108476,0.062086,0.8785709999999999,0.12178299999999999,0.565211,0,0,0,0,0,0,0,0,0,0
0.184586,0.202128,0.10025099999999999,0.122375,0.042989,0.33710999999999997,0.227642,0.050763,0.172707,0.08447,0.09906799999999999,0.7706689999999999,0.322642,0.53109,0.023381,0.149797,0.17006300000000002,0.048649,0.251803,0.543848,0.631428,0.47365799999999997,0.059458000000000004,0.056437,0.783162,0.060779999999999994,0.015297999999999999,0.082038,0.288167,0.177728,0.053853,0.6800930000000001,0.133429,0.10956199999999999,0.01494,0.098834,0.067197,0.356115,0.06427999999999999,0.047496,0.9084540000000001,0.120821,0.5348689999999999,0,0,0,0,0,0,0,0,0,0
0.161831,0.240671,0.101722,0.140534,0.040494,0.42871800000000004,0.211772,0.053017999999999996,0.23998000000000003,0.129354,0.106748,0.725735,0.401457,0.662858,0.025194,0.186542,0.198457,0.043655,0.196796,0.561883,0.798667,0.5752470000000001,0.048143,0.097723,0.797596,0.051869000000000005,0.024528,0.07123,0.249714,0.152072,0.070754,0.5621229999999999,0.086538,0.154644,0.009461,0.040623,0.09803400000000001,0.44913400000000003,0.039148,0.057444,0.9295549999999999,0.12216199999999999,0.5572050000000001,0,0,0,0,0,0,0,0,0,0
0.260153,0.195499,0.088215,0.247398,0.030313,0.456654,0.23025700000000002,0.026548000000000002,0.186324,0.10333699999999998,0.102199,0.807344,0.35053,0.751073,0.023205,0.129771,0.120629,0.050162,0.23273000000000002,0.532488,0.6772630000000001,0.3318,0.060808,0.046123000000000004,1.066765,0.035019,0.025069,0.126247,0.252244,0.185548,0.112802,0.524324,0.28334699999999996,0.140759,0.021519999999999997,0.065848,0.09488300000000001,0.304259,0.061152,0.064333,0.908667,0.098289,0.6098779999999999,0,0,0,0,0,0,0,0,0,0
